模块,卡片ID,题目,正确答案,卡片类型,音频链接
模块 20 (B2级别已完结),62d1d85ad9076a00163a33ec,动词“ächzen”是什么意思？,“唉声叹气” 或 “呻吟” 或 “发出嘎吱声” 或 “唉声叹气” 或 “呻吟” 或 “发出嘎吱声” 或 “唉声叹气、呻吟、发出嘎吱声”,,
模块 20 (B2级别已完结),62d1d85ad9076a00163a33ef,动词“唉声叹气、呻吟、发出嘎吱声”用德语怎么拼写？,ächzen,,
模块 20 (B2级别已完结),62d1d85ad9076a00163a33f2,请播放音频 ，并拼写出您听到的 动词 。,ächzen,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b251e1efe3d10016cd3550.mp3
模块 20 (B2级别已完结),62d1d85ad9076a00163a33f5,请播放音频 ，并提交您听到的 动词 的 中文意思。,“唉声叹气” 或 “呻吟” 或 “发出嘎吱声” 或 “唉声叹气” 或 “呻吟” 或 “发出嘎吱声” 或 “唉声叹气、呻吟、发出嘎吱声”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b251e1efe3d10016cd3550.mp3
模块 20 (B2级别已完结),62d1d868d9076a00163a340a,名词“der Herbstwind”是什么意思？,“秋风” 或 “秋风”,,
模块 20 (B2级别已完结),62d1d868d9076a00163a340d,阳性名词“秋风”用德语怎么拼写？,Herbstwind,,
模块 20 (B2级别已完结),62d1d868d9076a00163a3410,请播放音频 ，并拼写出您听到的 阳性名词 。,Herbstwind,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b24fdeefe3d10016cd353a.mp3
模块 20 (B2级别已完结),62d1d868d9076a00163a3413,请播放音频 ，并提交您听到的 阳性名词 的 中文意思。,“秋风” 或 “秋风”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b24fdeefe3d10016cd353a.mp3
模块 20 (B2级别已完结),62d1d937d9076a00163a3484,介词“bar”是什么意思？,“没有” 或 “没有” 或 “没有（支配第二格）”,,
模块 20 (B2级别已完结),62d1d937d9076a00163a3487,请播放音频 ，并拼写出您听到的 介词 。,bar,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/stxrwekbgrnw3s9grrqf.mp3
模块 20 (B2级别已完结),62d1d937d9076a00163a348a,请播放音频 ，并提交您听到的 介词 的 中文意思。,“没有” 或 “没有” 或 “没有（支配第二格）”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/stxrwekbgrnw3s9grrqf.mp3
模块 20 (B2级别已完结),62d1da7ed9076a00163a3a9e,介词“没有（支配第二格）”用德语怎么拼写？,bar,,
模块 20 (B2级别已完结),62d28eb2e4a15a001617d956,名词“die Essgewohnheit”是什么意思？,“饮食习惯” 或 “饮食习惯”,,
模块 20 (B2级别已完结),62d28eb2e4a15a001617d95c,请播放音频 ，并拼写出您听到的 阴性名词 。,Essgewohnheit,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b25566efe3d10016cd3750.mp3
模块 20 (B2级别已完结),62d28eb2e4a15a001617d959,阴性名词“饮食习惯”用德语怎么拼写？,Essgewohnheit,,
模块 20 (B2级别已完结),62d28ee8e4a15a001617d9a1,请播放音频 ，并拼写出您听到的 阴性名词 。,Absurdität,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b25601efe3d10016cd3767.mp3
模块 20 (B2级别已完结),62d28ee8e4a15a001617d99e,阴性名词“荒谬、荒唐、荒谬的事情、荒唐的行为”用德语怎么拼写？,Absurdität,,
模块 20 (B2级别已完结),62d28ec3e4a15a001617d979,副词“beinahe”是什么意思？,“几乎” 或 “差不多” 或 “几乎” 或 “差不多” 或 “几乎、差不多”,,
模块 20 (B2级别已完结),62d28eb2e4a15a001617d95f,请填写缺失的介词和名词：Aber damit ist die Geschichte in Sachen Herz und Fett immer noch nicht _____ _____ (结束、完结).,“zu Ende”,,
模块 20 (B2级别已完结),62d28ee8e4a15a001617d99b,名词“die Absurdität”是什么意思？,“荒谬” 或 “荒唐” 或 “荒谬的事情” 或 “荒唐的行为” 或 “荒谬” 或 “荒唐” 或 “荒谬的事情” 或 “荒唐的行为” 或 “荒谬、荒唐、荒谬的事情、荒唐的行为”,,
模块 20 (B2级别已完结),62d28ec3e4a15a001617d97c,请播放音频 ，并拼写出您听到的 副词 。,beinahe,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b255a1efe3d10016cd375a.mp3
模块 20 (B2级别已完结),62d28ec3e4a15a001617d97f,请播放音频 ，并提交您听到的 副词 的 中文意思。,“几乎” 或 “差不多” 或 “几乎” 或 “差不多” 或 “几乎、差不多”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b255a1efe3d10016cd375a.mp3
模块 20 (B2级别已完结),62d28ef9e4a15a001617d9b9,不可分动词“begreifen”是什么意思？,“理解” 或 “领会” 或 “理解” 或 “领会” 或 “理解、领会” 或 “看作” 或 “认为” 或 “看作” 或 “认为” 或 “看作、认为”,,
模块 20 (B2级别已完结),62d28ef9e4a15a001617d9bc,请播放音频 ，并拼写出您听到的 动词 。,begreifen,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/608302c748ef57564aa34992.mp3
模块 20 (B2级别已完结),62d28ef9e4a15a001617d9bf,请播放音频 ，并提交您听到的 动词 的 中文意思。,“理解” 或 “领会” 或 “理解” 或 “领会” 或 “理解、领会” 或 “看作” 或 “认为” 或 “看作” 或 “认为” 或 “看作、认为”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/608302c748ef57564aa34992.mp3
模块 20 (B2级别已完结),62d28fb4e4a15a001617d9d7,名词“die Pute”是什么意思？,“雌吐绶鸡” 或 “雌火鸡” 或 “母火鸡” 或 “雌吐绶鸡” 或 “雌火鸡” 或 “母火鸡” 或 “雌吐绶鸡、雌火鸡、母火鸡” 或 “臭娘们” 或 “蠢婆娘” 或 “臭娘们” 或 “蠢婆娘” 或 “臭娘们、蠢婆娘” 或 “[骂、俗、转]臭娘们、蠢婆娘”,,
模块 20 (B2级别已完结),62d28fb4e4a15a001617d9da,阴性名词“雌吐绶鸡、雌火鸡、母火鸡”用德语怎么拼写？,Pute,,
模块 20 (B2级别已完结),62d28fb4e4a15a001617d9dd,请播放音频 ，并拼写出您听到的 阴性名词 。,Pute,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b25794efe3d10016cd3782.mp3
模块 20 (B2级别已完结),62d28fb4e4a15a001617d9e0,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,“雌吐绶鸡” 或 “雌火鸡” 或 “母火鸡” 或 “雌吐绶鸡” 或 “雌火鸡” 或 “母火鸡” 或 “雌吐绶鸡、雌火鸡、母火鸡” 或 “臭娘们” 或 “蠢婆娘” 或 “臭娘们” 或 “蠢婆娘” 或 “臭娘们、蠢婆娘” 或 “[骂、俗、转]臭娘们、蠢婆娘”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b25794efe3d10016cd3782.mp3
模块 20 (B2级别已完结),62d28fdfe4a15a001617da01,不可分动词“verspeisen”是什么意思？,“吃” 或 “喝” 或 “消耗” 或 “吃喝” 或 “吃” 或 “喝” 或 “消耗” 或 “吃喝” 或 “吃、喝、消耗、吃喝” 或 “吃完” 或 “吃完” 或 “（津津有味地）吃完”,,
模块 20 (B2级别已完结),62d28fdfe4a15a001617da04,请播放音频 ，并拼写出您听到的 动词 。,verspeisen,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b258a3efe3d10016cd379d.mp3
模块 20 (B2级别已完结),62d28ee8e4a15a001617d9a4,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,“荒谬” 或 “荒唐” 或 “荒谬的事情” 或 “荒唐的行为” 或 “荒谬” 或 “荒唐” 或 “荒谬的事情” 或 “荒唐的行为” 或 “荒谬、荒唐、荒谬的事情、荒唐的行为”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b25601efe3d10016cd3767.mp3
模块 20 (B2级别已完结),62d28fdfe4a15a001617da07,请播放音频 ，并提交您听到的 动词 的 中文意思。,“吃” 或 “喝” 或 “消耗” 或 “吃喝” 或 “吃” 或 “喝” 或 “消耗” 或 “吃喝” 或 “吃、喝、消耗、吃喝” 或 “吃完” 或 “吃完” 或 “（津津有味地）吃完”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b258a3efe3d10016cd379d.mp3
模块 20 (B2级别已完结),62d29026e4a15a001617da2d,阳性名词“报纸文章”用德语怎么拼写？,Zeitungsartikel,,
模块 20 (B2级别已完结),62d29026e4a15a001617da30,请播放音频 ，并拼写出您听到的 阳性名词 。,Zeitungsartikel,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b25995efe3d10016cd37a8.mp3
模块 20 (B2级别已完结),62d29072e4a15a001617da71,形容词“schädlich”是什么意思？,“有害的” 或 “有损健康的” 或 “有害的” 或 “有损健康的” 或 “有害的、有损健康的”,,
模块 20 (B2级别已完结),62d29072e4a15a001617da74,形容词“有害的、有损健康的”用德语怎么拼写？,schädlich,,
模块 20 (B2级别已完结),62d29072e4a15a001617da77,请播放音频 ，并拼写出您听到的 形容词 。,schädlich,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/613283d108a03c0016045438.mp3
模块 20 (B2级别已完结),62d29072e4a15a001617da7a,请播放音频 ，并提交您听到的 形容词 的 中文意思。,“有害的” 或 “有损健康的” 或 “有害的” 或 “有损健康的” 或 “有害的、有损健康的”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/613283d108a03c0016045438.mp3
模块 20 (B2级别已完结),62d2915be4a15a001617dd52,名词“das Blutgefäß”是什么意思？,“血管” 或 “血管”,,
模块 20 (B2级别已完结),62d2915be4a15a001617dd55,中性名词“血管”用德语怎么拼写？,Blutgefäß,,
模块 20 (B2级别已完结),62d2915be4a15a001617dd58,请播放音频 ，并拼写出您听到的 中性名词 。,Blutgefäß,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b25bd7efe3d10016cd3975.mp3
模块 20 (B2级别已完结),62d2915be4a15a001617dd5b,请播放音频 ，并提交您听到的 中性名词 的 中文意思。,“血管” 或 “血管”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b25bd7efe3d10016cd3975.mp3
模块 20 (B2级别已完结),62d2916ce4a15a001617dd6f,名词“die Margarine”是什么意思？,“人造黄油” 或 “植物黄油” 或 “麦淇淋” 或 “人造黄油” 或 “植物黄油” 或 “麦淇淋” 或 “人造黄油、植物黄油、麦淇淋”,,
模块 20 (B2级别已完结),62d2916ce4a15a001617dd72,阴性名词“人造黄油、植物黄油、麦淇淋”用德语怎么拼写？,Margarine,,
模块 20 (B2级别已完结),62d2916ce4a15a001617dd75,请播放音频 ，并拼写出您听到的 阴性名词 。,Margarine,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b25c6fefe3d10016cd3980.mp3
模块 20 (B2级别已完结),62d2916ce4a15a001617dd78,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,“人造黄油” 或 “植物黄油” 或 “麦淇淋” 或 “人造黄油” 或 “植物黄油” 或 “麦淇淋” 或 “人造黄油、植物黄油、麦淇淋”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b25c6fefe3d10016cd3980.mp3
模块 20 (B2级别已完结),62d2917be4a15a001617dd8c,连词“hingegen”是什么意思？,“与之相反” 或 “反之” 或 “与之相反” 或 “反之” 或 “与之相反、反之”,,
模块 20 (B2级别已完结),62d2917be4a15a001617dd8f,请播放音频 ，并拼写出您听到的 连词 。,hingegen,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b25c97efe3d10016cd398a.mp3
模块 20 (B2级别已完结),62d2917be4a15a001617dd92,请播放音频 ，并提交您听到的 连词 的 中文意思。,“与之相反” 或 “反之” 或 “与之相反” 或 “反之” 或 “与之相反、反之”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b25c97efe3d10016cd398a.mp3
模块 20 (B2级别已完结),62d29198e4a15a001617dda9,动词“erweisen”是什么意思？,“证实” 或 “表明” 或 “证实” 或 “表明” 或 “证实、表明” 或 “表示” 或 “表示” 或 “证实” 或 “证明” 或 “表明” 或 “表示” 或 “证实” 或 “证明” 或 “表明” 或 “表示” 或 “证实、证明、表明、表示”,,
模块 20 (B2级别已完结),62d29198e4a15a001617ddac,请播放音频 ，并拼写出您听到的 动词 。,erweisen,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b25cf9efe3d10016cd3998.mp3
模块 20 (B2级别已完结),62d29198e4a15a001617ddaf,请播放音频 ，并提交您听到的 动词 的 中文意思。,“证实” 或 “表明” 或 “证实” 或 “表明” 或 “证实、表明” 或 “表示” 或 “表示” 或 “证实” 或 “证明” 或 “表明” 或 “表示” 或 “证实” 或 “证明” 或 “表明” 或 “表示” 或 “证实、证明、表明、表示”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b25cf9efe3d10016cd3998.mp3
模块 20 (B2级别已完结),62d29198e4a15a001617ddb2,动词“erweisen”的 过去分词（Partizip II） 是什么？,erwiesen,,
模块 20 (B2级别已完结),62d291bee4a15a001617ddd4,名词“die Fettsäure”是什么意思？,“脂肪酸” 或 “脂酸” 或 “脂肪酸” 或 “脂酸” 或 “脂肪酸、脂酸” 或 “[化]脂肪酸、脂酸”,,
模块 20 (B2级别已完结),62d291bee4a15a001617ddd7,阴性名词“[化]脂肪酸、脂酸”用德语怎么拼写？,Fettsäure,,
模块 20 (B2级别已完结),62d291bee4a15a001617ddda,请播放音频 ，并拼写出您听到的 阴性名词 。,Fettsäure,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b25e2defe3d10016cd39aa.mp3
模块 20 (B2级别已完结),62d291bee4a15a001617dddd,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,“脂肪酸” 或 “脂酸” 或 “脂肪酸” 或 “脂酸” 或 “脂肪酸、脂酸” 或 “[化]脂肪酸、脂酸”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b25e2defe3d10016cd39aa.mp3
模块 20 (B2级别已完结),62d2921ee4a15a001617ddfb,“反式脂肪酸”用德语怎么说？,“Transfettsäuren” 或 “trans-Fettsäuren”,,
模块 20 (B2级别已完结),62d29255e4a15a001617de1f,形容词“stur”是什么意思？,“凝视的” 或 “直视的” 或 “盯着看的” 或 “凝视的” 或 “直视的” 或 “盯着看的” 或 “凝视的、直视的、盯着看的 ” 或 “[贬、口]凝视的、直视的、盯着看的 ” 或 “单调乏味的” 或 “单调乏味的” 或 “ 单调乏味的 ” 或 “顽固的” 或 “执拗的” 或 “顽固的” 或 “执拗的” 或 “顽固的、执拗的”,,
模块 20 (B2级别已完结),62d29255e4a15a001617de22,请播放音频 ，并拼写出您听到的 形容词 。,stur,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b26040efe3d10016cd39c9.mp3
模块 20 (B2级别已完结),62d29255e4a15a001617de25,请播放音频 ，并提交您听到的 形容词 的 中文意思。,“凝视的” 或 “直视的” 或 “盯着看的” 或 “凝视的” 或 “直视的” 或 “盯着看的” 或 “凝视的、直视的、盯着看的 ” 或 “[贬、口]凝视的、直视的、盯着看的 ” 或 “单调乏味的” 或 “单调乏味的” 或 “ 单调乏味的 ” 或 “顽固的” 或 “执拗的” 或 “顽固的” 或 “执拗的” 或 “顽固的、执拗的”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b26040efe3d10016cd39c9.mp3
模块 20 (B2级别已完结),62d29266e4a15a001617de39,形容词“ungesättigt”是什么意思？,“不饱和的” 或 “不饱和的” 或 “[化]不饱和的”,,
模块 20 (B2级别已完结),62d29266e4a15a001617de3c,形容词“[化]不饱和的”用德语怎么拼写？,ungesättigt,,
模块 20 (B2级别已完结),62d29266e4a15a001617de42,请播放音频 ，并提交您听到的 形容词 的 中文意思。,“不饱和的” 或 “不饱和的” 或 “[化]不饱和的”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b261b1efe3d10016cd39e3.mp3
模块 20 (B2级别已完结),62d2949ce4a15a001617deb5,形容词“[化]饱和的”用德语怎么拼写？,gesättigt,,
模块 20 (B2级别已完结),62d2949ce4a15a001617deb8,请播放音频 ，并拼写出您听到的 形容词 。,gesättigt,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/62d29459e4a15a001617de8e.mp3
模块 20 (B2级别已完结),62d2949ce4a15a001617debb,请播放音频 ，并提交您听到的 形容词 的 中文意思。,“饱和的” 或 “饱和的” 或 “[化]饱和的”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/62d29459e4a15a001617de8e.mp3
模块 20 (B2级别已完结),62d294b3e4a15a001617decd,动词“sättigen”是什么意思？,“使吃饱” 或 “吃饱” 或 “使吃饱” 或 “吃饱” 或 “使吃饱、吃饱” 或 “使满足” 或 “满足” 或 “使满足” 或 “满足” 或 “使满足、满足 ” 或 “[转]使满足、满足 ” 或 “使饱和” 或 “使饱和” 或 “[化]使饱和”,,
模块 20 (B2级别已完结),62d294b3e4a15a001617ded0,请播放音频 ，并拼写出您听到的 动词 。,sättigen,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/62d29411e4a15a001617de82.mp3
模块 20 (B2级别已完结),62d294b3e4a15a001617ded3,请播放音频 ，并提交您听到的 动词 的 中文意思。,“使吃饱” 或 “吃饱” 或 “使吃饱” 或 “吃饱” 或 “使吃饱、吃饱” 或 “使满足” 或 “满足” 或 “使满足” 或 “满足” 或 “使满足、满足 ” 或 “[转]使满足、满足 ” 或 “使饱和” 或 “使饱和” 或 “[化]使饱和”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/62d29411e4a15a001617de82.mp3
模块 20 (B2级别已完结),62d294c1e4a15a001617dee4,动词“[化]使饱和”用德语怎么拼写？,sättigen,,
模块 20 (B2级别已完结),62d29515e4a15a001617df03,形容词“satt”是什么意思？,“吃饱的” 或 “吃饱了的” 或 “吃饱的” 或 “吃饱了的” 或 “吃饱的、吃饱了的” 或 “厌倦的” 或 “厌烦的” 或 “腻烦的” 或 “厌倦的” 或 “厌烦的” 或 “腻烦的” 或 “厌倦的、厌烦的、腻烦的” 或 “[口]厌倦的、厌烦的、腻烦的” 或 “深的” 或 “浓的” 或 “深的” 或 “浓的” 或 “深的、浓的” 或 “（色彩）深的、浓的” 或 “饱和的” 或 “饱和的” 或 “[化]饱和的” 或 “无间隙的” 或 “无间隙的” 或 “给人深刻印象的” 或 “标致的” 或 “给人深刻印象的” 或 “标致的” 或 “给人深刻印象的、标致的” 或 “[学生用语]给人深刻印象的、标致的” 或 “自鸣得意的” 或 “沾沾自喜的” 或 “满足的” 或 “自鸣得意的” 或 “沾沾自喜的” 或 “满足的” 或 “自鸣得意的、沾沾自喜的、满足的” 或 “[转、贬]自鸣得意的、沾沾自喜的、满足的” 或 “紧的” 或 “窄小的” 或 “紧的” 或 “窄小的” 或 “紧的、窄小的” 或 “<瑞>紧的、窄小的”,,
模块 20 (B2级别已完结),62d29515e4a15a001617df06,形容词“吃饱的、吃饱了的”用德语怎么拼写？,satt,,
模块 20 (B2级别已完结),62d29515e4a15a001617df09,请播放音频 ，并拼写出您听到的 形容词 。,satt,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4115805_409923661.mp3
模块 20 (B2级别已完结),62d29515e4a15a001617df0c,请播放音频 ，并提交您听到的 形容词 的 中文意思。,“吃饱的” 或 “吃饱了的” 或 “吃饱的” 或 “吃饱了的” 或 “吃饱的、吃饱了的” 或 “厌倦的” 或 “厌烦的” 或 “腻烦的” 或 “厌倦的” 或 “厌烦的” 或 “腻烦的” 或 “厌倦的、厌烦的、腻烦的” 或 “[口]厌倦的、厌烦的、腻烦的” 或 “深的” 或 “浓的” 或 “深的” 或 “浓的” 或 “深的、浓的” 或 “（色彩）深的、浓的” 或 “饱和的” 或 “饱和的” 或 “[化]饱和的” 或 “无间隙的” 或 “无间隙的” 或 “给人深刻印象的” 或 “标致的” 或 “给人深刻印象的” 或 “标致的” 或 “给人深刻印象的、标致的” 或 “[学生用语]给人深刻印象的、标致的” 或 “自鸣得意的” 或 “沾沾自喜的” 或 “满足的” 或 “自鸣得意的” 或 “沾沾自喜的” 或 “满足的” 或 “自鸣得意的、沾沾自喜的、满足的” 或 “[转、贬]自鸣得意的、沾沾自喜的、满足的” 或 “紧的” 或 “窄小的” 或 “紧的” 或 “窄小的” 或 “紧的、窄小的” 或 “<瑞>紧的、窄小的”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/ID4115805_409923661.mp3
模块 20 (B2级别已完结),62d29531e4a15a001617df26,名词“das Pflanzenöl”是什么意思？,“植物油” 或 “植物油”,,
模块 20 (B2级别已完结),62d29531e4a15a001617df29,中性名词“植物油”用德语怎么拼写？,Pflanzenöl,,
模块 20 (B2级别已完结),62d29266e4a15a001617de3f,请播放音频 ，并拼写出您听到的 形容词 。,ungesättigt,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b261b1efe3d10016cd39e3.mp3
模块 20 (B2级别已完结),62d2949ce4a15a001617deb2,形容词“gesättigt”是什么意思？,“饱和的” 或 “饱和的” 或 “[化]饱和的”,,
模块 20 (B2级别已完结),62d29531e4a15a001617df2c,请播放音频 ，并拼写出您听到的 中性名词 。,Pflanzenöl,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b2627aefe3d10016cd39f1.mp3
模块 20 (B2级别已完结),62d29531e4a15a001617df2f,请播放音频 ，并提交您听到的 中性名词 的 中文意思。,“植物油” 或 “植物油”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b2627aefe3d10016cd39f1.mp3
模块 20 (B2级别已完结),62d29541e4a15a001617df43,动词“revidieren”是什么意思？,“审查” 或 “审核” 或 “复校” 或 “审查” 或 “审核” 或 “复校” 或 “ 审查、审核、复校 ” 或 “修正” 或 “修订” 或 “修正” 或 “修订” 或 “修正、修订”,,
模块 20 (B2级别已完结),62d29541e4a15a001617df46,请播放音频 ，并拼写出您听到的 动词 。,revidieren,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b2647cefe3d10016cd3a4e.mp3
模块 20 (B2级别已完结),62d29541e4a15a001617df49,请播放音频 ，并提交您听到的 动词 的 中文意思。,“审查” 或 “审核” 或 “复校” 或 “审查” 或 “审核” 或 “复校” 或 “ 审查、审核、复校 ” 或 “修正” 或 “修订” 或 “修正” 或 “修订” 或 “修正、修订”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b2647cefe3d10016cd3a4e.mp3
模块 20 (B2级别已完结),62d2955ce4a15a001617df6b,形容词“bedeutungslos”是什么意思？,“无关紧要的” 或 “不重要的” 或 “无意义的” 或 “没有意义的” 或 “无关紧要的” 或 “不重要的” 或 “无意义的” 或 “没有意义的” 或 “无关紧要的、不重要的、无意义的、没有意义的”,,
模块 20 (B2级别已完结),62d2955ce4a15a001617df6e,请播放音频 ，并拼写出您听到的 形容词 。,bedeutungslos,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b26556efe3d10016cd3a6f.mp3
模块 20 (B2级别已完结),62d2955ce4a15a001617df71,请播放音频 ，并提交您听到的 形容词 的 中文意思。,“无关紧要的” 或 “不重要的” 或 “无意义的” 或 “没有意义的” 或 “无关紧要的” 或 “不重要的” 或 “无意义的” 或 “没有意义的” 或 “无关紧要的、不重要的、无意义的、没有意义的”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b26556efe3d10016cd3a6f.mp3
模块 20 (B2级别已完结),62d29585e4a15a001617df90,形容词“wahrhaft”是什么意思？,“真的” 或 “确实的” 或 “真的” 或 “确实的” 或 “真的、确实的”,,
模块 20 (B2级别已完结),62d29585e4a15a001617df93,请播放音频 ，并拼写出您听到的 形容词 。,wahrhaft,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b265adefe3d10016cd3a7b.mp3
模块 20 (B2级别已完结),62d29585e4a15a001617df96,请播放音频 ，并提交您听到的 形容词 的 中文意思。,“真的” 或 “确实的” 或 “真的” 或 “确实的” 或 “真的、确实的”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b265adefe3d10016cd3a7b.mp3
模块 20 (B2级别已完结),62d295aee4a15a001617dfb9,名词“das Sonnenblumenöl”是什么意思？,“向日葵花油” 或 “葵花籽油” 或 “向日葵花油” 或 “葵花籽油” 或 “向日葵花油、葵花籽油”,,
模块 20 (B2级别已完结),62d295aee4a15a001617dfbc,中性名词“向日葵花油、葵花籽油”用德语怎么拼写？,Sonnenblumenöl,,
模块 20 (B2级别已完结),62d295aee4a15a001617dfbf,请播放音频 ，并拼写出您听到的 中性名词 。,Sonnenblumenöl,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b26745efe3d10016cd3a89.mp3
模块 20 (B2级别已完结),62d295aee4a15a001617dfc2,请播放音频 ，并提交您听到的 中性名词 的 中文意思。,“向日葵花油” 或 “葵花籽油” 或 “向日葵花油” 或 “葵花籽油” 或 “向日葵花油、葵花籽油”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/61b26745efe3d10016cd3a89.mp3
模块 20 (B2级别已完结),62d29626e4a15a001617dfe6,名词“die Sonnenblume”是什么意思？,“葵花” 或 “向日葵” 或 “葵花” 或 “向日葵” 或 “葵花、向日葵”,,
模块 20 (B2级别已完结),62d29626e4a15a001617dfe9,阴性名词“葵花、向日葵”用德语怎么拼写？,Sonnenblume,,
模块 20 (B2级别已完结),62d29626e4a15a001617dfec,请播放音频 ，并拼写出您听到的 阴性名词 。,Sonnenblume,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/62d29615e4a15a001617dfdc.mp3
模块 20 (B2级别已完结),62d29626e4a15a001617dfef,请播放音频 ，并提交您听到的 阴性名词 的 中文意思。,“葵花” 或 “向日葵” 或 “葵花” 或 “向日葵” 或 “葵花、向日葵”,,https://pub-1c1a3bd3f4554dc4afce6c91070cf22e.r2.dev/62d29615e4a15a001617dfdc.mp3
模块 20 (B2级别已完结),62d29a1ce4a15a001617e341,请联系上下文填写缺失的介词、定冠词和形容词：Moderne Ernährungskonzepte setzen längst nicht mehr _____ _____ _____ (顽固的) Vermeiden von Cholesterin.,“auf das sture”,,
模块 20 (B2级别已完结),62d29b17e4a15a001617e3a6,请根据提示填写缺失的单词：Moderne Ernährungskonzepte setzen längst nicht mehr auf das sture Vermeiden von Cholesterin. Eher sollte man tierische Fette reduzieren und mehr ungesättigte Fettsäuren aus Pflanzenölen _____ _____ nehmen (摄入、食用).,“zu sich”,,
模块 20 (B2级别已完结),62d29f5de4a15a001617e502,短语“单不饱和脂肪酸”用德语怎么拼写？,einfach ungesättigte Fettsäuren,,
模块 20 (B2级别已完结),62d29ff4e4a15a001617e568,短语“多不饱和脂肪酸（复数）”用德语怎么拼写？,mehrfach ungesättigte Fettsäuren,,
模块 20 (B2级别已完结),62d2a17fe4a15a001617e5e3,"请根据提示填写缺失的名词和动词：Als wahrhaft herzgesunde Fette wurden dann die mehrfach ungesättigten Fettsäuren, die zum Beispiel in Sonnenblumenöl vorkommen, ins Licht der _____ _____ (引起公众的关注).",“Öffentlichkeit gerückt”,,
